x,y
181.6354922551932,210.48530707502368
198.44044252196989,223.0473630285761
43.55227903578724,110.47301497901532
313.26347354197134,106.63142669709411
194.4939191224704,144.09550724945134
52.04341361608197,258.122333545832
319.2650841383158,53.82387742408041
215.3165259149692,219.48668573567608
90.21459922312546,149.91197903725703
303.5182125234091,103.3598783570734
304.5260284741989,151.66289495437812
308.9471278284406,43.845446995621245
43.89330794186706,112.31078504075568
303.0875211776635,37.794218980434
144.06106051413732,279.90966836064564
155.65987306692668,267.7588420849735
301.9488314294236,262.8428014247079
92.9317664315015,38.75126681589816
266.5742941720233,218.1318034373087
141.75532239583367,39.31705944982883
94.87526457601902,267.6251903191585
98.80539395223347,211.98152294708035
251.57681223664125,221.4156653987669
49.20410758931838,51.82095518007156
251.0166006254147,104.26718269042802
95.90407690433751,152.156478038239
239.0101492779428,47.51841524863451
312.58769705764786,41.20156647634239
183.87148322268348,52.06261270230908
318.6764986183226,250.6802875988889
292.77067460548545,215.1827598915658
152.80055778390624,275.23632109587646
241.4488595830698,211.80963336541112
56.36697753761701,104.77078574596244
40.70107317204528,104.26414698639594
246.4217131913842,251.8592908647724
160.07646278454564,103.72253327042878
154.1716284370205,266.323843730444
48.998509537017,106.00958305365924
139.49272929203372,36.93815475035549
316.0242937480183,100.71159163472537
204.76618035395416,108.8675703068904
92.07770460719031,262.4156861171451
248.8298237409328,47.35282299758832
251.1979115286739,41.6242719152666
39.09957470174405,149.59955882038574
153.97031805422284,148.79543233482417
152.5867753573306,105.95872779995663
100.90669491564933,36.85287795293314
113.26322260269934,251.0796022914342
194.4877924332841,262.07291696947175
44.52997386445991,40.70848742521349
194.1686308939784,91.85364856900702
292.92507195626183,218.68834887438192
55.916752332119344,263.2478773568156
139.5401444847679,95.40172776948884
205.5383517535156,36.467986070539794
100.53361635833654,158.36973047226508
127.05175370630415,39.08318546043266
195.0330621986413,212.02730893303712
100.52215948105754,276.9789044432265
186.8735871975261,44.29823356255874
204.8862114489881,39.12467764826663
249.62476101966809,150.87371765383207
266.02903873365995,34.48815227457584
114.4698617923626,252.9505951754467
187.6764442710209,104.47302173904976
145.85028373086854,214.22542237924625
91.51376961379388,193.6014709903521
235.0386074360121,100.64423153856104
260.1810520381297,261.14778738167416
49.04159997312971,203.5817207809801
296.3128207475643,225.14045310690832
301.91765376954464,40.66912499706196
141.92032076373314,96.95989570171314
265.45347611658764,203.97276081418664
253.44329019449984,159.4967255482155
297.64162812302266,262.54673663324286
311.5415649589078,259.31612547985867
224.7964489241781,269.92873448090666
247.0496470411704,268.3129620321254
161.2708236371617,39.92553464896598
220.1182159529752,256.4933764846493
151.85920943308656,166.26928130847804
313.6357432931832,43.07872103305792
247.95020305064924,111.04263163775452
300.83903214342786,29.13952560339831
309.5928653744889,49.91332661185113
248.920025323554,213.70566700512435
87.96368901205848,198.50463829375252
58.6563746407824,40.106359459800686
310.89893119498896,203.7059984631272
263.96196555724094,210.67688739559188
312.4936017088543,111.82314534121524
322.1128838317373,108.81573505730287
110.92991997121054,272.11469829044023
246.882357140424,62.73334576683301
60.32446258595009,223.336558585043
169.4871135834325,116.06157023706268
154.56987918243937,60.277671471358026
157.31279957822906,54.692198813242456
321.6115389248834,246.67558077945867
266.3285129294512,277.43120282399263
90.98731194600384,267.14639394675896
311.7828463563856,49.34150988062602
328.04683069526936,206.96843662337167
274.14225217471244,279.3436209521677
43.15591403737839,40.112929917163015
28.940913954015173,163.65254245022285
163.3165450240532,211.4073873415961
158.28794374611624,45.35471388378299
212.5016533231809,262.92451262573456
51.31899704276825,228.2582671448242
298.5831821209226,209.7841275755716
249.5116781208596,37.76369603638088
199.45525035244177,90.8192162306322
301.9269257042304,107.20848251587584
34.42177650901305,89.37900283682194
157.35626655674506,259.20253590337927
301.31660215071463,57.25177895253151
143.5504265718359,58.23390482373178
315.4605806727894,163.47532267278814
69.51734754533663,94.94615904153096
269.13319530899514,96.79470871665984
310.4249716481011,287.93012032063075
158.53836113179133,104.34011046405485
93.28113685645084,157.7344060373415
258.64431912204,191.3983388052253
94.51930381776997,264.3305159914628
202.46817449469268,147.6964659708749
159.59919030675456,43.39331380211959
141.4261055784465,99.84891930819852
246.0465802347613,226.6730255395206
299.31362084375,39.57708854459207
153.64825391497337,275.8808845482072
97.20205886704596,153.21255115703187
104.34740426291935,202.15965802076693
34.31195145816086,98.26214834245624
40.632381422277945,99.82003883009156
107.3486373919594,58.02579157579255
156.461265218503,257.29163656501663
252.7400405064783,268.4520226947039
315.9821610506019,222.90939434756643
147.68025779334835,205.330036552125
254.2152686739079,262.40738343868264
303.22727488516455,203.94440779897053
112.28194351329802,54.95771184201861
89.10460245376467,274.59175348194515
312.9172728947658,110.23113871270512
188.08597425183032,89.84860710499399
151.29044361330853,200.49453501149765
42.47480284540741,265.5031123632595
143.3683804447052,35.556398630222404
240.55895932541213,103.42503621946088
268.36551063236715,265.48210584675286
166.5091928721911,148.56041983231208
201.9172384855623,55.33870958357366
98.71111732224033,269.12871327275053
252.3533623442804,258.9714593256565
199.1833604301211,52.49879242582816
214.37609510252847,204.10707764767267
156.98431264008406,117.05487325720472
26.547501798275803,168.29170304343802
213.3935674750813,108.93238715987746
257.482519521458,54.02011950893618
192.0528538505392,278.2980645252775
189.65124330095145,43.2168392826118
111.40172554841244,264.92653784565846
45.2568685876624,282.3447225961752
155.06596437982793,92.57899638509824
197.44188881091,110.66550626424836
31.174714887078885,286.4455646051439
189.2416856814889,222.02971246818905
195.3605579423352,154.55495397946063
160.04176687335158,36.72356715861187
294.82630558387365,156.7031879601066
89.50930773712511,43.92092503629843
143.92865074426257,163.9598590131797
299.2850546893293,44.54129423339287
251.6282895630424,27.64891071253236
207.9265854709247,278.78410942468264
218.1890965129184,218.15353696829888
161.07767103881156,143.4780796945548
147.35959932358065,274.91919457009703
85.15323389668919,259.92518333245465
154.35774916382246,114.16459528800549
87.36405536419656,197.86356243058808
215.5568588345241,261.677123748726
96.05174817470764,49.80563789874613
249.8153186266501,274.7000730544798
248.94468788519384,274.1807885115335
249.52902963168,260.10946253023496
143.49017193094318,214.94976521916016
264.4070461622166,223.98877390671367
250.4917963647709,45.26160945708504
44.19370017030126,142.0801142070898
322.7695882806446,256.5831519797506
308.8907003478708,247.63019882319327
101.39043609683236,255.1710895855589
92.30684488769262,94.46911800488824
97.8119742745007,160.29971583622444
197.04362479013585,100.19165281656264
206.2237837828937,90.67672827952124
293.3684073771123,219.33670156851264
53.35626256691532,115.60252213441063
84.27802245210637,265.5561370140003
257.3339294337419,97.02863113940148
208.66809088149336,262.93138546885865
31.75182034092162,155.38468592941717
32.12730089244462,281.5361917168623
99.5369080867922,45.08610352739351
46.07395567572594,270.9193785410131
266.02348059299976,150.47553914136773
196.908546883634,87.05230027828688
234.33410812773943,52.18035233737815
83.1189667476058,261.1260073249421
164.22724156788777,101.2001875136685
260.2729805340354,168.3710398321361
107.8943992861513,261.4010926841625
157.13045130105488,217.2003223547675
304.33196697322643,108.04526161995663
200.2492499040549,216.87213939451425
51.827314916487325,216.0437274119273
305.25130693972875,202.5946783202496
301.81135581746094,107.3984338173056
209.039283096889,227.1432855839197
254.09770156108,159.52410371658783
239.40231548249955,110.65384101554928
296.74988027810707,269.0821743945312
266.5920120935563,144.01998428458765
186.96582602071763,208.46543309132213
289.80091573122525,164.72086367973037
40.23586417138348,103.44598170945898
261.3657198933006,211.3289978752996
163.3558506608805,282.82294164935894
245.25247336240656,87.0483072474137
100.27421891267475,251.46999758579727
161.97247919162584,156.96190824820044
295.8014640278104,159.75534548404153
104.4924987560644,226.56935567883093
93.97698175626542,101.21808572190388
302.27246963456577,273.90168393258995
251.67149183512743,266.0131417665604
199.5245056903486,92.77252450288336
255.59257060735555,106.37800720046457
46.06036955874991,146.52051895045113
98.42323727816286,209.8275731132385
260.35315824089497,278.2579655963776
206.18229882297905,42.329885394214266
81.09963222593018,92.01031639814788
318.58569653173225,267.8703834810807
86.70384479901897,55.7641845567288
263.36124588311105,264.3818936977711
160.12319962975812,166.16624836684997
250.10272870666304,102.72161718866212
159.4277862170655,47.14612326468768
51.03043562755982,164.69777622244305
271.31889687633304,204.1715518739488
315.1352278524827,102.7273576833817
139.8681929686132,36.95082807302062
84.04148755912028,62.15767118546643
248.9426692611688,251.8974983058257
110.48751524016082,207.66489986189603
42.58167469113383,204.34612721367645
50.58932955398835,219.95232052643536
310.63476295266213,52.430977845703794
198.9621824870541,50.19316205108756
314.8159141429046,215.17615434327888
184.58155037329644,51.683276274774016
264.4499182792088,267.25168362959005
195.820012660372,95.80482358859096
41.89804404470809,208.903949669213
104.89688874923225,93.01977058180624
105.64366015591187,111.12259086487845
328.5934185267409,250.57121249960807
206.5458825100488,216.9282629750641
186.94907732279032,104.63907582361148
61.22634236136374,106.60087215708704
99.26386594584008,271.65411286729875
34.75480150852854,98.19552983671252
79.98843811318072,93.47751582227954
141.37945537491586,104.13605203993365
222.03615387610225,268.5398299393571
40.42585769672986,39.43725054096859
306.453337483466,101.85690356468562
45.72520367511191,96.64144566702652
47.12336676616308,222.9003970049779
95.33247721594138,265.79673756424603
45.92511020734423,209.29252796174427
222.9104781202336,195.7496351874892
41.36583164553528,149.398723947739
258.6682751863278,267.9898387642162
146.61519025404365,160.51337505340263
101.63208002974348,94.06702452064611
150.86597422322708,276.6831779092469
308.7523806848255,199.8339292942132
92.22280193806736,205.37413343630857
247.97017467562625,40.984676656603725
265.12693454884135,266.0944157734735
42.10144586946996,108.61976541697491
205.08633716783825,99.4074525259136
52.43713700782845,46.70782570163747
58.57737796588732,170.85056845087556
208.51398951870425,107.937164471749
250.44495341786725,143.2170160195622
262.5813873189208,266.5348820612364
90.11351521965211,99.48883989415556
186.6591383441156,46.0868295499687
241.2424713925338,52.34632412138912
198.361116657726,105.2686835130933
35.12214406828262,209.136031288676
161.81767935999363,84.10944030650953
147.41854252138972,104.28833402243438
136.3137372617775,37.82387993604052
299.6734564853863,49.38293832990714
301.54902153913616,276.8195887308765
43.368019990321216,48.02303439657234
304.3127533059969,102.65719448437784
90.23921518768118,52.22215745649471
87.19675969109966,274.6185593930853
103.00329356428736,145.17198608296002
141.32860143303247,266.0492347378906
195.3264450969357,159.33997443745662
289.058027578017,89.37620929233945
157.47788354399336,104.7740593349184
97.33753202755037,151.92156931468006
86.71737436850964,270.0845719151875
92.20791631825732,98.90059687310584
101.16000398424605,24.447514640247896
195.26786679546137,159.4782486937686
207.91505928130576,254.3457310395929
214.59687019048536,252.87435075557343
164.52825405744363,90.9216996709483
291.80893516022354,209.61260610891892
307.50385977256764,214.2818624190704
207.6551329063452,141.3718209317242
253.4528391291693,38.42915310036629
209.52302111193663,41.0364490825607
97.70395560897988,206.4024188469606
55.78509921488556,49.16657107781127
80.0476120059752,255.4570374190008
163.69996827449438,152.0622264544491
250.53574882155127,207.19371291765628
252.1946784580657,267.8420898198639
80.38004638017867,151.52796335170692
97.99835384629844,94.8311972907179
267.8987738813652,162.36612745335523
318.9982733702651,253.90729357057063
160.03997285313855,40.66246581117506
133.5365467844061,61.9290422158244
152.66472873347794,57.37966205611306
70.83927285424016,102.91079731172437
314.1252176073715,37.83086648258692
162.13813681004774,155.48824110616593
259.7553055763076,264.1881893977956
151.0872502449963,274.58506668721367
105.83225409718024,155.9649952992551
265.858136120259,35.356581280374705
204.7176198239756,54.009690699742606
151.09680465687936,260.8558155891351
96.66539611906342,51.82415452306319
323.04101344207027,38.31548334801488
155.08241532497453,253.73162278006168
108.7922280931887,102.54976416585374
218.97253533243284,258.9278343066748
37.600480317455215,274.869675008342
95.13557209679097,166.77607328483828
104.5242477337694,86.6719739087006
289.6895195282791,35.908960326399054
197.0701076685222,113.05850851095865
246.09315830424293,49.7236364406051
145.4672905267563,212.8121860416969
50.35099149973843,145.07711491946705
113.05068558838052,48.3438885767505
201.3516105940492,146.66276626895026
166.81524764552637,203.5766292427391
148.43603094148006,226.8153843686104
153.85034063171344,106.76981585848095
169.8914872123588,274.8850874978437
87.82933208140788,271.9953790419777
37.5059439415317,51.262911238631176
245.0823388148769,158.8406060522139
298.1312574078148,50.36961576178884
